1:
 num     #instances         #bytes  class name (module)
 256:           286           9152  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 257:           283           9056  io.lettuce.core.protocol.CommandKeyword
 258:           113           9040  org.springframework.boot.loader.zip.ZipContent
 259:           280           8960  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.12)
 260:            26           8800  [Ljava.nio.channels.SelectionKey; (java.base@21.0.12)
 261:           183           8784  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.12)
 262:           363           8712  java.util.ImmutableCollections$SetN (java.base@21.0.12)
 263:           272           8704  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21.0.12)
 264:           268           8576  io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter
 265:           134           8576  java.lang.module.ModuleDescriptor (java.base@21.0.12)
 266:           357           8568  java.lang.Double (java.base@21.0.12)
 267:           354           8496  sun.security.x509.AlgorithmId (java.base@21.0.12)
 268:           209           8360  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.12)
 269:           205           8200  org.apache.kafka.common.metrics.stats.Avg
 270:           256           8192  org.springframework.core.convert.TypeDescriptor
 271:           340           8160  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@21.0.12)
 272:           203           8120  sun.nio.cs.UTF_8$Decoder (java.base@21.0.12)
 273:           200           8000  org.apache.coyote.AsyncStateMachine
 274:           200           8000  org.apache.coyote.http11.filters.ChunkedOutputFilter
 275:           200           8000  org.apache.coyote.http11.filters.IdentityInputFilter
 276:           200           8000  org.apache.tomcat.util.log.UserDataHelper
 277:           240           7984  [Lorg.postgresql.core.Field;
 278:           284           7976  [Ljava.lang.reflect.Parameter; (java.base@21.0.12)
 279:           331           7944  org.springframework.cglib.core.Signature
 280:           110           7920  org.springframework.core.annotation.AnnotatedMethod$AnnotatedMethodParameter
 281:           329           7896  io.micrometer.prometheusmetrics.MicrometerCollector
 282:           236           7840  [Lsun.security.x509.RDN; (java.base@21.0.12)
 283:           489           7824  org.apache.kafka.common.metrics.Sensor$$Lambda/0x0000744ac499a000
 284:           488           7808  java.util.HashMap$KeySet (java.base@21.0.12)
 285:           487           7792  tools.jackson.databind.node.StringNode
 286:           236           7552  sun.nio.fs.UnixPath (java.base@21.0.12)
 287:           471           7536  org.springframework.boot.autoconfigure.condition.ConditionMessage
 288:           235           7520  org.apache.kafka.common.metrics.stats.Rate
 289:           308           7392  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.12)
 290:            66           7392  org.springframework.beans.GenericTypeAwarePropertyDescriptor
 291:           131           7336  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.12)
 292:           305           7320  org.springframework.context.annotation.BeanMethod
 293:             7           7280  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.12)
 294:           452           7232  java.util.WeakHashMap$KeySet (java.base@21.0.12)
 295:           226           7232  java.util.zip.ZipFile$CleanableResource (java.base@21.0.12)
 296:           225           7200  org.apache.kafka.common.metrics.stats.Meter
 297:           224           7168  org.springframework.boot.loader.jar.NestedJarFileResources
 298:           280           7112  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.12)
 299:           145           6960  org.springframework.core.annotation.TypeMappedAnnotations
 300:           286           6864  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 301:           284           6816  java.lang.reflect.Executable$ParameterData (java.base@21.0.12)
 302:           283           6792  io.lettuce.core.protocol.CommandArgs$ProtocolKeywordArgument
 303:           210           6720  org.springframework.boot.loader.zip.FileDataBlock
 304:           118           6608  sun.security.x509.X509CertInfo (java.base@21.0.12)
 305:           102           6528  java.nio.DirectByteBuffer (java.base@21.0.12)
