1:
 num     #instances         #bytes  class name (module)
 300:           280           7112  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.12)
 301:           145           6960  org.springframework.core.annotation.TypeMappedAnnotations
 302:           286           6864  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 303:           284           6816  java.lang.reflect.Executable$ParameterData (java.base@21.0.12)
 304:           283           6792  io.lettuce.core.protocol.CommandArgs$ProtocolKeywordArgument
 305:            77           6776  tools.jackson.databind.ser.BeanPropertyWriter
 306:           210           6720  org.springframework.boot.loader.zip.FileDataBlock
 307:           118           6608  sun.security.x509.X509CertInfo (java.base@21.0.12)
 308:           103           6592  java.nio.DirectByteBuffer (java.base@21.0.12)
 309:           272           6528  sun.reflect.generics.tree.FormalTypeParameter (java.base@21.0.12)
 310:           116           6496  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.12)
 311:           200           6400  [Lorg.apache.tomcat.util.http.ServerCookie;
 312:           200           6400  org.apache.catalina.core.ApplicationFilterChain
 313:           200           6400  org.apache.coyote.http11.filters.BufferedInputFilter
 314:           200           6400  org.apache.coyote.http11.filters.IdentityOutputFilter
 315:           200           6400  org.apache.tomcat.util.buf.B2CConverter
 316:           200           6400  org.apache.tomcat.util.buf.UEncoder
 317:           266           6384  jdk.jfr.internal.settings.BooleanValue (jdk.jfr@21.0.12)
 318:           199           6368  jdk.jfr.internal.EventControl (jdk.jfr@21.0.12)
 319:           199           6368  jdk.jfr.internal.settings.EnabledSetting (jdk.jfr@21.0.12)
 320:           198           6336  org.springframework.core.io.ClassPathResource
 321:           261           6264  javax.management.ImmutableDescriptor (java.management@21.0.12)
 322:           256           6144  io.lettuce.core.protocol.CommandArgs$IntegerArgument
 323:           256           6144  java.beans.MethodRef (java.desktop@21.0.12)
 324:           377           6128  [Lorg.apache.kafka.common.metrics.Sensor;
 325:           153           6120  java.lang.invoke.DirectMethodHandle$Special (java.base@21.0.12)
 326:           153           6120  org.springframework.web.util.pattern.LiteralPathElement
 327:           382           6112  tools.jackson.databind.introspect.AnnotationMap
 328:           254           6096  org.apache.kafka.common.metrics.stats.CumulativeSum
 329:           152           6080  org.apache.kafka.common.metrics.stats.Max
 330:           126           6048  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@21.0.12)
 331:           108           6048  java.util.logging.Logger (java.logging@21.0.12)
 332:           189           6048  org.springframework.web.util.pattern.SeparatorPathElement
 333:           249           5976  sun.reflect.generics.scope.MethodScope (java.base@21.0.12)
 334:           248           5952  java.security.Provider$UString (java.base@21.0.12)
 335:           186           5952  java.util.concurrent.atomic.LongAdder (java.base@21.0.12)
 336:           204           5920  [Lorg.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet;
 337:            82           5904  org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl
 338:           183           5856  jdk.jfr.internal.SettingsManager$InternalSetting (jdk.jfr@21.0.12)
 339:           241           5784  java.util.Date (java.base@21.0.12)
 340:           180           5760  java.util.logging.LogManager$LogNode (java.logging@21.0.12)
 341:           357           5712  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes
 342:           142           5680  org.apache.kafka.common.metrics.stats.WindowedSum
 343:           118           5664  sun.security.util.MemoryCache$SoftCacheEntry (java.base@21.0.12)
 344:            47           5640  java.lang.Thread (java.base@21.0.12)
 345:           176           5632  org.apache.kafka.common.MetricNameTemplate
 346:           233           5616  [Ljava.lang.reflect.TypeVariable; (java.base@21.0.12)
 347:           351           5616  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.12)
 348:           349           5584  java.util.concurrent.atomic.AtomicBoolean (java.base@21.0.12)
 349:            69           5520  org.springframework.web.method.HandlerMethod
 350:            98           5488  org.springframework.boot.loader.zip.ZipCentralDirectoryFileHeaderRecord
 351:            62           5456  org.springframework.beans.PropertyDescriptorUtils$BasicPropertyDescriptor
 352:           196           5424  [Lorg.springframework.core.annotation.AnnotationTypeMapping;
 353:           135           5400  org.apache.kafka.common.protocol.Errors
 354:           336           5376  org.apache.commons.logging.impl.Slf4jLogFactory$Slf4jLocationAwareLog
 355:           224           5376  org.springframework.boot.loader.net.protocol.jar.UrlJarManifest
 356:           220           5280  org.apache.kafka.common.protocol.types.ArrayOf
 357:           219           5256  java.util.LinkedList$Node (java.base@21.0.12)
 358:           328           5248  java.lang.Character$UnicodeBlock (java.base@21.0.12)
 359:           109           5232  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.12)
 360:            93           5208  org.apache.kafka.common.message.ApiMessageType
 361:           130           5200  java.security.ProtectionDomain (java.base@21.0.12)
 362:           215           5160  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.12)
 363:           210           5144  [Ltools.jackson.databind.JavaType;
 364:           160           5120  java.util.Collections$SynchronizedMap (java.base@21.0.12)
 365:           160           5120  sun.reflect.annotation.AnnotationType (java.base@21.0.12)
 366:           319           5104  java.util.Collections$UnmodifiableSet (java.base@21.0.12)
 367:           159           5088  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.12)
 368:           211           5064  tools.jackson.databind.introspect.MemberKey
 369:           126           5040  java.security.CodeSource (java.base@21.0.12)
 370:           315           5040  sun.reflect.generics.tree.TypeVariableSignature (java.base@21.0.12)
 371:           104           4992  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.12)
 372:             7           4976  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.12)
 373:            61           4880  [Lorg.springframework.util.ConcurrentReferenceHashMap$Segment;
 374:           201           4824  org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor
 375:           120           4800  io.github.resilience4j.core.metrics.Measurement
 376:           200           4800  org.apache.catalina.core.ApplicationMapping
 377:           200           4800  org.apache.catalina.util.ParameterMap
