1:
 num     #instances         #bytes  class name (module)
 297:           357           5712  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcomes
 298:           142           5680  org.apache.kafka.common.metrics.stats.WindowedSum
 299:           195           5664  [Lorg.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet;
 300:           118           5664  sun.security.util.MemoryCache$SoftCacheEntry (java.base@21.0.12)
 301:           352           5632  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21.0.12)
 302:           176           5632  org.apache.kafka.common.MetricNameTemplate
 303:           233           5616  [Ljava.lang.reflect.TypeVariable; (java.base@21.0.12)
 304:           174           5568  java.util.concurrent.atomic.LongAdder (java.base@21.0.12)
 305:            69           5520  org.springframework.web.method.HandlerMethod
 306:            98           5488  org.springframework.boot.loader.zip.ZipCentralDirectoryFileHeaderRecord
 307:            62           5456  org.springframework.beans.PropertyDescriptorUtils$BasicPropertyDescriptor
 308:            45           5400  java.lang.Thread (java.base@21.0.12)
 309:           135           5400  org.apache.kafka.common.protocol.Errors
 310:           337           5392  tools.jackson.databind.introspect.AnnotationMap
 311:           336           5376  org.apache.commons.logging.impl.Slf4jLogFactory$Slf4jLocationAwareLog
 312:           224           5376  org.springframework.boot.loader.net.protocol.jar.UrlJarManifest
 313:           167           5344  javax.management.ObjectName (java.management@21.0.12)
 314:           220           5280  org.apache.kafka.common.protocol.types.ArrayOf
 315:           328           5248  java.lang.Character$UnicodeBlock (java.base@21.0.12)
 316:           189           5232  [Lorg.springframework.core.annotation.AnnotationTypeMapping;
 317:           109           5232  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@21.0.12)
 318:            93           5208  org.apache.kafka.common.message.ApiMessageType
 319:           130           5200  java.security.ProtectionDomain (java.base@21.0.12)
 320:           161           5152  org.postgresql.core.CachedQuery
 321:           213           5112  java.util.LinkedList$Node (java.base@21.0.12)
 322:           213           5112  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.12)
 323:           159           5088  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.12)
 324:           318           5088  java.util.Collections$UnmodifiableSet (java.base@21.0.12)
 325:           158           5056  sun.reflect.annotation.AnnotationType (java.base@21.0.12)
 326:           126           5040  java.security.CodeSource (java.base@21.0.12)
 327:           315           5040  sun.reflect.generics.tree.TypeVariableSignature (java.base@21.0.12)
 328:           203           4952  [Ltools.jackson.databind.JavaType;
 329:           103           4944  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21.0.12)
 330:            61           4880  [Lorg.springframework.util.ConcurrentReferenceHashMap$Segment;
 331:           201           4824  org.hibernate.validator.internal.engine.constraintvalidation.ClassBasedValidatorDescriptor
 332:           120           4800  io.github.resilience4j.core.metrics.Measurement
 333:           198           4752  jdk.jfr.EventType (jdk.jfr@21.0.12)
 334:           296           4736  org.springframework.core.convert.TypeDescriptor$$Lambda/0x000072ec2c0d6ab8
 335:           295           4720  jdk.proxy2.$Proxy38 (jdk.proxy2)
 336:            84           4704  java.lang.Module (java.base@21.0.12)
 337:            98           4704  tools.jackson.databind.type.SimpleType
 338:            96           4608  jdk.jfr.internal.Type (jdk.jfr@21.0.12)
 339:           144           4608  org.springframework.core.type.StandardAnnotationMetadata
 340:           190           4560  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@21.0.12)
 341:           189           4536  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets
 342:           140           4480  java.util.Collections$SynchronizedMap (java.base@21.0.12)
 343:            92           4416  org.postgresql.PGProperty
 344:           184           4416  tools.jackson.databind.introspect.MemberKey
 345:           182           4368  org.springframework.boot.autoconfigure.condition.OnBeanCondition
 346:           109           4360  java.util.logging.Logger$ConfigurationData (java.logging@21.0.12)
 347:           159           4352  [Ljava.lang.annotation.ElementType; (java.base@21.0.12)
 348:           179           4296  org.springframework.beans.factory.config.BeanDefinitionHolder
 349:           177           4248  tools.jackson.databind.node.ObjectNode
 350:           265           4240  java.lang.Short (java.base@21.0.12)
 351:            53           4240  tools.jackson.databind.util.internal.PrivateMaxEntriesMap
 352:           130           4160  org.springframework.cglib.proxy.MethodProxy
 353:           129           4128  tools.jackson.core.io.SerializedString
 354:           256           4096  java.lang.Byte (java.base@21.0.12)
 355:           126           4032  org.springframework.boot.context.properties.source.ConfigurationProperty
 356:           164           3936  java.util.Collections$SingletonList (java.base@21.0.12)
 357:           164           3936  java.util.regex.Pattern$$Lambda/0x800000029 (java.base@21.0.12)
 358:            98           3920  java.io.FilePermission (java.base@21.0.12)
 359:            35           3920  org.springframework.context.annotation.ScannedGenericBeanDefinition
 360:            81           3888  io.micrometer.prometheusmetrics.PrometheusMeterRegistry$$Lambda/0x000072ec2c78b0a8
 361:           243           3888  org.springframework.expression.common.LiteralExpression
 362:           159           3816  org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey
 363:            79           3792  sun.security.rsa.RSAPublicKeyImpl (java.base@21.0.12)
 364:           118           3776  sun.security.x509.BasicConstraintsExtension (java.base@21.0.12)
 365:            94           3760  com.sun.management.internal.DiagnosticCommandArgumentInfo (jdk.management@21.0.12)
 366:           117           3744  sun.security.x509.KeyUsageExtension (java.base@21.0.12)
 367:           117           3744  sun.security.x509.SubjectKeyIdentifierExtension (java.base@21.0.12)
 368:            93           3720  org.apache.kafka.common.metrics.stats.WindowedCount
 369:            93           3720  org.apache.kafka.common.protocol.ApiKeys
 370:           114           3648  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.12)
 371:           152           3648  java.util.regex.Pattern$Slice (java.base@21.0.12)
 372:           150           3600  java.time.Duration (java.base@21.0.12)
 373:           225           3600  org.apache.kafka.common.metrics.Sensor$$Lambda/0x000072ec2c99a220
